,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
313,1896154257088532706,Sun Mar 02 11:02:58 +0000 2025,0,Satu2nya BUMN yang tidak berada dibawah Danantara. https://t.co/ihtgHN0X0o,1896154257088532706,https://pbs.twimg.com/media/GlB-P6KasAIgWST.jpg,,in,,0,0,0,https://x.com/LagiPitung/status/1896154257088532706,1664889037944127489,LagiPitung
314,1896139040786887088,Sun Mar 02 11:02:43 +0000 2025,0,@SBYudhoyono Kenapa gak Bank BUMN saja yang di switch jadi danantara ???,1896154195545460771,,SBYudhoyono,in,"ÜT: -6.19997,106.882833",0,0,0,https://x.com/zwarzen/status/1896154195545460771,129214046,zwarzen
315,1896152154894959054,Sun Mar 02 10:54:37 +0000 2025,28,Yth. Pak @SBYudhoyono Yang bapak sampaikan ini wajar-wajar saja karena bapak sebagai Dewan Penasehat Danantara Coba bapak memposisikan diri sbg rakyat atau orang yang berada diluar pemerintahan. Rakyat saban hari disuguhi dengan berita-berita korupsi yang menimpa BUMN pak https://t.co/huqgFYsv74,1896152154894959054,https://pbs.twimg.com/media/GlB5gmOawAAb9tX.jpg,,in,,0,8,11,https://x.com/OmpungGuru/status/1896152154894959054,1362017926304309248,OmpungGuru
316,1896149002850275749,Sun Mar 02 10:42:05 +0000 2025,1,Satu²nya BUMN mbalelo yang tidak mau masuk Danantara pulak! Mesti diusut tuntas nih! @KemenBUMN @geloraco @PDI_Perjuangan @SCTV @kurawa @kumparan @kompascom @jawapos @tempodotco @jpnncom @PaltiWest2024 @__LOVE_AG4EVER @ch_chotimah2 @GunRomli @MazdjoPray @SewordTv @rudikamri https://t.co/4sajCSGKqn,1896149002850275749,https://pbs.twimg.com/media/GlB5eDZaUAAQ7TV.jpg,,in,"Denpasar, Bali. Indonesia",0,0,0,https://x.com/JatijayaPerkasa/status/1896149002850275749,792997220383686656,JatijayaPerkasa
317,1896148122562445801,Sun Mar 02 10:38:35 +0000 2025,26,Heran !! Katanya pada mengawasi BUMN tapi kok bisa kecolongan rugi terus. Dan hampir semua BUMN rugi. Jadi apanya yang diawasi ?? DANANTARA ?? Sehari peluncurannya hingga hari ini masih TRUST ISSUE karena kepengurusannya orang² bermasalah. Masa gak peka sih??,1896148122562445801,,,in,,0,1,10,https://x.com/_riverheaven/status/1896148122562445801,975389335775199232,_riverheaven
318,1896139040786887088,Sun Mar 02 10:30:12 +0000 2025,5460,@SBYudhoyono Setuju dengan pendapat bapak gimana kita tidak khawatir yang duduk di lembaga Danantara adalah orang orang yang sudah tidak diragukan lagi kegagalannya dalam mengelola sebuah badan usaha ada @erickthohir yang sudah berpengalaman membangkrutkan BUMN ada @jokowi finalis OCCRP ,1896146011518914658,,SBYudhoyono,in,"Rohan, Middle Earth ",5,27,403,https://x.com/samhugget/status/1896146011518914658,2518915579,samhugget
319,1896139040786887088,Sun Mar 02 10:21:47 +0000 2025,3,@SBYudhoyono gmn mau percaya? petinggi Danantara masih njabat menteri/wakil menteri komisaris BUMN dsb. Selain potensi konflik kepentingan masak regulator berperan juga sebagai operator? gmn investor mau percaya dan merasa aman?,1896143894892740780,,SBYudhoyono,in,,0,0,1,https://x.com/goaticid/status/1896143894892740780,1398506105798500352,goaticid
320,1896143562565357708,Sun Mar 02 10:20:37 +0000 2025,0,️Ketidakjelasan Sumber Pendanaan Pemerintah mengklaim dividen seluruh BUMN sebagai sumber utama pendanaan Danantara dengan proyeksi Rp300 triliun di 2025. Namun data (UU APBN TA 2025) menunjukkan angka sebenarnya hanya Rp90 triliun. -cont,1896143598644764816,,moon_astrophile,in,,0,1,0,https://x.com/moon_astrophile/status/1896143598644764816,541524753,moon_astrophile
321,1896143317756481550,Sun Mar 02 10:19:30 +0000 2025,41,BUMN Era Soeharto vs Danantara semoga sukses ini institusi #Hensa https://t.co/J0r8v546I0,1896143317756481550,https://pbs.twimg.com/amplify_video_thumb/1896143228589748224/img/tBBRnk0lHs_7m2VU.jpg,,in,Indonesia,0,2,8,https://x.com/satriohendri/status/1896143317756481550,102938290,satriohendri
322,1896139040786887088,Sun Mar 02 10:18:03 +0000 2025,0,@SBYudhoyono politics free komisaris bumn yg masuk di danatara banyak org parpol bahkan CEO danantara ketua timses prabowo-gibran. politics free...?? ,1896142954538115167,,SBYudhoyono,in,,0,0,0,https://x.com/PallakaGO/status/1896142954538115167,957997845595893760,PallakaGO
